IDnum,Buy,Income,Sex,Mailed,Age,Marital Status,Occupation,Education Level,Geographic Location,Online Behavior,Device Usage,Social Media Activity,Loyalty Program Membership,Previous Interactions with Ads,Shopping Preferences,Life Events,Frequency of Purchase,Average Transaction Value,Product Preferences
1353,No,140k-159k,Female,No,45-54,Single,White-Collar,Graduate,Suburban,Medium,Mobile,Low,Member,Ignored,Online,Moving,Frequent,250-299,Grocery
4440,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Low,Desktop,Low,Non-Member,Ignored,In-store,Childbirth,Occasional,10-49,Grocery
1104,Yes,140k-159k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Urban,Low,Desktop,Medium,Member,Ignored,In-store,Marriage,Rare,250-299,Home & Garden
1411,Yes,100k-119k,Male,Yes,35-44,Married,White-Collar,Bachelor,Urban,Medium,Tablet,High,Member,Not Shown,Online,Marriage,Occasional,150-199,Electronics
1245,Yes,160k-179k,Female,Yes,55-64,Married,White-Collar,Graduate,Rural,Low,Desktop,Low,Non-Member,Clicked,In-store,Moving,Frequent,450-500,Clothing
725,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,Medium,Mobile,Low,Non-Member,Clicked,In-store,Marriage,Frequent,50-99,Electronics
4747,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Mobile,Low,Non-Member,Clicked,In-store,Marriage,Occasional,10-49,Clothing
4774,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Medium,Mobile,Medium,Non-Member,Ignored,In-store,None,Rare,10-49,Home & Garden
3407,Yes,120k-139k,Female,No,45-54,Married,White-Collar,Bachelor,Suburban,Medium,Mobile,High,Member,Not Shown,Online,Marriage,Occasional,100-149,Grocery
1549,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Not Shown,In-store,Marriage,Occasional,10-49,Electronics
3162,Yes,160k-179k,Female,Yes,55-64,Married,Blue-Collar,Bachelor,Rural,High,Tablet,Medium,Non-Member,Ignored,Online,Childbirth,Occasional,200-249,Grocery
2055,No,180k-200k,Female,No,35-44,Single,White-Collar,Bachelor,Urban,High,Desktop,Low,Member,Ignored,Online,Marriage,Rare,250-299,Electronics
1327,Yes,180k-200k,Female,Yes,35-44,Single,Blue-Collar,Bachelor,Urban,High,Tablet,High,Member,Clicked,Online,Moving,Rare,150-199,Health & Beauty
1722,Yes,160k-179k,Female,Yes,55-64,Single,White-Collar,Graduate,Urban,Low,Desktop,Medium,Non-Member,Clicked,Online,None,Rare,350-399,Electronics
3898,No,180k-200k,Female,No,55-64,Married,White-Collar,Bachelor,Urban,Low,Mobile,Low,Member,Clicked,In-store,None,Occasional,400-449,Clothing
1196,No,80k-99k,Female,No,55-64,Married,White-Collar,Graduate,Suburban,High,Desktop,Medium,Member,Not Shown,Online,Marriage,Rare,100-149,Grocery
4187,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Desktop,High,Non-Member,Clicked,In-store,Moving,Occasional,10-49,Home & Garden
3711,Yes,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Clicked,In-store,Childbirth,Occasional,10-49,Clothing
4598,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Tablet,Medium,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Health & Beauty
1407,Yes,140k-159k,Female,Yes,35-44,Single,Blue-Collar,Graduate,Suburban,High,Tablet,Medium,Member,Clicked,In-store,Marriage,Frequent,350-399,Health & Beauty
1124,No,180k-200k,Female,No,35-44,Single,Blue-Collar,Graduate,Rural,High,Tablet,Low,Member,Not Shown,Online,None,Rare,400-449,Health & Beauty
2417,No,180k-200k,Female,No,35-44,Married,White-Collar,Graduate,Suburban,High,Tablet,Medium,Member,Not Shown,In-store,None,Occasional,150-199,Clothing
2107,Yes,80k-99k,Male,Yes,35-44,Married,Blue-Collar,Bachelor,Suburban,Medium,Mobile,High,Member,Not Shown,Online,Childbirth,Occasional,250-299,Grocery
1933,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Suburban,Medium,Desktop,Low,Non-Member,Clicked,In-store,Childbirth,Rare,10-49,Clothing
320,Yes,140k-159k,Male,Yes,35-44,Married,White-Collar,Graduate,Suburban,High,Desktop,Low,Member,Not Shown,Online,Childbirth,Rare,150-199,Grocery
1974,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Rural,High,Desktop,Medium,Non-Member,Not Shown,In-store,Moving,Rare,10-49,Home & Garden
2670,No,140k-159k,Female,No,45-54,Single,Blue-Collar,Graduate,Rural,Medium,Mobile,High,Member,Ignored,In-store,Moving,Frequent,100-149,Clothing
4566,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,Low,Non-Member,Not Shown,In-store,Marriage,Occasional,50-99,Grocery
738,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Tablet,High,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Electronics
110,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Desktop,High,Non-Member,Clicked,In-store,Marriage,Rare,10-49,Clothing
936,Yes,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Mobile,Medium,Non-Member,Not Shown,In-store,Moving,Occasional,50-99,Grocery
3573,Yes,180k-200k,Female,Yes,45-54,Married,White-Collar,Bachelor,Suburban,Low,Tablet,Medium,Non-Member,Ignored,Online,Childbirth,Rare,350-399,Clothing
1743,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Tablet,High,Non-Member,Clicked,In-store,Childbirth,Frequent,50-99,Grocery
2605,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Tablet,Medium,Non-Member,Ignored,In-store,None,Rare,10-49,Electronics
2641,Yes,100k-119k,Female,Yes,45-54,Married,Blue-Collar,Graduate,Urban,High,Mobile,High,Member,Clicked,Online,None,Rare,150-199,Electronics
3908,No,80k-99k,Female,Yes,35-44,Married,Blue-Collar,Bachelor,Urban,Low,Tablet,Medium,Member,Ignored,Online,Marriage,Occasional,300-349,Clothing
459,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,High,Desktop,High,Non-Member,Ignored,In-store,None,Occasional,50-99,Home & Garden
3627,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,High,Mobile,High,Non-Member,Ignored,In-store,None,Rare,10-49,Home & Garden
1366,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Medium,Mobile,Medium,Non-Member,Clicked,In-store,Moving,Rare,10-49,Electronics
4143,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Mobile,Low,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Clothing
4892,Yes,80k-99k,Male,Yes,35-44,Married,White-Collar,Bachelor,Urban,Low,Tablet,Medium,Member,Not Shown,Online,None,Rare,350-399,Electronics
2359,No,180k-200k,Female,Yes,35-44,Married,White-Collar,Graduate,Suburban,High,Mobile,High,Member,Ignored,In-store,Marriage,Occasional,300-349,Electronics
412,No,160k-179k,Female,No,35-44,Single,White-Collar,Bachelor,Rural,Low,Mobile,Medium,Member,Ignored,Online,Childbirth,Occasional,150-199,Home & Garden
4673,No,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,Low,Non-Member,Clicked,In-store,None,Occasional,50-99,Electronics
2860,Yes,120k-139k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Urban,High,Mobile,Low,Member,Clicked,In-store,Childbirth,Occasional,100-149,Clothing
3810,Yes,180k-200k,Male,Yes,45-54,Married,Blue-Collar,Bachelor,Rural,Medium,Mobile,High,Member,Clicked,In-store,Moving,Rare,300-349,Health & Beauty
2044,Yes,160k-179k,Female,Yes,35-44,Married,Blue-Collar,Bachelor,Urban,High,Desktop,Medium,Member,Ignored,In-store,Marriage,Frequent,400-449,Health & Beauty
2197,No,100k-119k,Female,Yes,35-44,Married,White-Collar,Graduate,Rural,Low,Mobile,Medium,Non-Member,Not Shown,Online,Childbirth,Rare,400-449,Grocery
2884,No,140k-159k,Male,No,35-44,Married,White-Collar,Bachelor,Suburban,Low,Tablet,High,Non-Member,Clicked,In-store,Marriage,Frequent,150-199,Home & Garden
4576,No,120k-139k,Female,Yes,35-44,Married,Blue-Collar,Bachelor,Suburban,Low,Desktop,High,Member,Ignored,Online,Moving,Rare,350-399,Health & Beauty
770,No,140k-159k,Female,No,55-64,Single,White-Collar,Graduate,Rural,High,Mobile,High,Non-Member,Ignored,Online,Childbirth,Rare,250-299,Clothing
4180,Yes,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Ignored,In-store,Moving,Rare,10-49,Home & Garden
2464,No,120k-139k,Female,Yes,35-44,Married,White-Collar,Graduate,Urban,Low,Tablet,Low,Non-Member,Not Shown,Online,Moving,Rare,400-449,Clothing
3578,No,100k-119k,Female,No,55-64,Single,White-Collar,Bachelor,Urban,High,Mobile,Low,Member,Ignored,In-store,None,Frequent,200-249,Health & Beauty
750,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Tablet,Medium,Non-Member,Ignored,In-store,Childbirth,Frequent,50-99,Home & Garden
1525,Yes,140k-159k,Female,Yes,45-54,Married,Blue-Collar,Graduate,Suburban,Low,Mobile,Medium,Member,Ignored,In-store,None,Frequent,300-349,Home & Garden
4456,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Urban,Medium,Tablet,High,Non-Member,Not Shown,In-store,Childbirth,Frequent,10-49,Electronics
2812,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,Low,Mobile,Medium,Non-Member,Ignored,In-store,Marriage,Rare,50-99,Electronics
3511,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,High,Mobile,Medium,Non-Member,Not Shown,In-store,Moving,Occasional,50-99,Electronics
3910,No,80k-99k,Female,No,45-54,Single,Blue-Collar,Graduate,Rural,Low,Mobile,Medium,Member,Not Shown,Online,Childbirth,Occasional,250-299,Home & Garden
698,No,60k-79k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Ignored,In-store,Marriage,Frequent,10-49,Home & Garden
611,No,100k-119k,Female,No,45-54,Single,White-Collar,Graduate,Suburban,Medium,Tablet,High,Member,Ignored,In-store,Marriage,Rare,450-500,Health & Beauty
1073,Yes,180k-200k,Female,Yes,45-54,Single,White-Collar,Bachelor,Urban,Low,Desktop,Low,Non-Member,Ignored,In-store,None,Frequent,400-449,Home & Garden
4926,Yes,140k-159k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Rural,High,Mobile,Medium,Member,Ignored,Online,Marriage,Rare,250-299,Grocery
4754,No,180k-200k,Female,No,55-64,Single,White-Collar,Bachelor,Suburban,Low,Tablet,Medium,Member,Not Shown,In-store,Childbirth,Frequent,300-349,Clothing
4983,Yes,120k-139k,Female,Yes,45-54,Married,White-Collar,Graduate,Urban,Low,Tablet,High,Member,Not Shown,Online,Moving,Occasional,300-349,Clothing
293,No,20k-39k,Male,Yes,18-24,Single,Blue-Collar,High School,Urban,Medium,Tablet,Medium,Non-Member,Not Shown,In-store,Moving,Rare,50-99,Grocery
2553,No,180k-200k,Female,No,55-64,Married,Blue-Collar,Bachelor,Suburban,Medium,Desktop,Medium,Member,Not Shown,Online,Moving,Occasional,150-199,Clothing
358,Yes,140k-159k,Female,No,45-54,Married,Blue-Collar,Bachelor,Suburban,Medium,Tablet,Medium,Member,Clicked,Online,Childbirth,Frequent,350-399,Electronics
2853,Yes,80k-99k,Male,Yes,55-64,Single,White-Collar,Graduate,Suburban,Low,Mobile,High,Non-Member,Ignored,Online,None,Rare,300-349,Health & Beauty
410,No,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Ignored,In-store,Childbirth,Rare,10-49,Home & Garden
787,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Low,Desktop,Low,Non-Member,Ignored,In-store,None,Rare,10-49,Electronics
2933,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Suburban,High,Mobile,Medium,Non-Member,Not Shown,In-store,Marriage,Rare,10-49,Home & Garden
184,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,Low,Mobile,High,Non-Member,Not Shown,In-store,Moving,Rare,10-49,Health & Beauty
3918,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Tablet,Medium,Non-Member,Ignored,In-store,Moving,Rare,10-49,Home & Garden
3520,Yes,60k-79k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Not Shown,In-store,Marriage,Occasional,50-99,Home & Garden
443,Yes,140k-159k,Male,Yes,35-44,Married,White-Collar,Graduate,Rural,High,Desktop,Low,Member,Ignored,In-store,Moving,Occasional,300-349,Grocery
3881,Yes,100k-119k,Female,Yes,35-44,Married,White-Collar,Graduate,Rural,Low,Tablet,Low,Member,Not Shown,Online,Marriage,Frequent,300-349,Clothing
3579,Yes,160k-179k,Female,No,35-44,Married,White-Collar,Bachelor,Rural,Medium,Tablet,Medium,Member,Not Shown,Online,None,Rare,250-299,Home & Garden
636,Yes,80k-99k,Female,Yes,45-54,Married,Blue-Collar,Graduate,Rural,High,Mobile,Medium,Member,Not Shown,Online,Childbirth,Occasional,400-449,Health & Beauty
1427,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Urban,Medium,Desktop,Medium,Non-Member,Clicked,In-store,Moving,Rare,10-49,Clothing
235,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Urban,High,Tablet,Low,Non-Member,Clicked,In-store,None,Frequent,50-99,Home & Garden
1118,Yes,60k-79k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Desktop,Low,Non-Member,Not Shown,In-store,Childbirth,Frequent,50-99,Grocery
880,No,100k-119k,Male,Yes,55-64,Married,White-Collar,Graduate,Urban,Low,Desktop,Low,Non-Member,Ignored,Online,Moving,Frequent,300-349,Health & Beauty
4262,Yes,80k-99k,Female,Yes,55-64,Married,Blue-Collar,Graduate,Suburban,Low,Tablet,Low,Member,Not Shown,Online,None,Frequent,150-199,Grocery
840,No,60k-79k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Medium,Tablet,High,Non-Member,Ignored,In-store,Moving,Occasional,10-49,Health & Beauty
4939,Yes,80k-99k,Female,Yes,45-54,Single,White-Collar,Graduate,Urban,Medium,Mobile,Low,Non-Member,Clicked,Online,Childbirth,Occasional,250-299,Grocery
3461,Yes,160k-179k,Male,No,35-44,Married,White-Collar,Bachelor,Urban,Low,Desktop,Low,Member,Ignored,Online,None,Rare,450-500,Grocery
4431,No,20k-39k,Male,No,65+,Single,Blue-Collar,High School,Rural,Low,Desktop,Low,Non-Member,Not Shown,In-store,None,Frequent,10-49,Home & Garden
3712,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Urban,Low,Mobile,Medium,Non-Member,Ignored,In-store,Marriage,Occasional,10-49,Electronics
415,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Low,Tablet,Low,Non-Member,Ignored,In-store,Moving,Frequent,10-49,Grocery
1037,Yes,80k-99k,Male,Yes,45-54,Married,White-Collar,Bachelor,Urban,Medium,Mobile,High,Member,Clicked,In-store,None,Occasional,450-500,Clothing
4279,No,180k-200k,Female,No,45-54,Married,White-Collar,Graduate,Rural,Medium,Mobile,High,Member,Ignored,Online,Marriage,Rare,400-449,Home & Garden
2195,No,120k-139k,Female,No,45-54,Married,Blue-Collar,Graduate,Suburban,Low,Desktop,High,Member,Ignored,In-store,None,Frequent,450-500,Grocery
4636,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Rural,Medium,Tablet,Medium,Non-Member,Clicked,In-store,Marriage,Rare,50-99,Grocery
4004,Yes,140k-159k,Male,No,45-54,Single,White-Collar,Graduate,Urban,Medium,Tablet,Low,Member,Clicked,Online,Childbirth,Rare,450-500,Home & Garden
3222,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Low,Tablet,High,Non-Member,Ignored,In-store,Moving,Frequent,50-99,Grocery
4770,Yes,120k-139k,Male,Yes,45-54,Married,Blue-Collar,Graduate,Rural,Low,Tablet,High,Member,Clicked,Online,Childbirth,Rare,150-199,Home & Garden
1260,Yes,140k-159k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Urban,Low,Mobile,Medium,Member,Clicked,In-store,Moving,Occasional,250-299,Grocery
1958,No,100k-119k,Male,No,45-54,Married,White-Collar,Graduate,Rural,Low,Mobile,Medium,Member,Not Shown,Online,Marriage,Occasional,200-249,Clothing
1667,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Mobile,Medium,Non-Member,Ignored,In-store,None,Rare,10-49,Clothing
1982,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Low,Desktop,Medium,Non-Member,Clicked,In-store,None,Rare,50-99,Home & Garden
3653,Yes,80k-99k,Female,Yes,45-54,Single,Blue-Collar,Bachelor,Suburban,High,Desktop,Medium,Non-Member,Clicked,Online,Moving,Rare,450-500,Clothing
3452,Yes,60k-79k,Male,No,18-24,Single,Blue-Collar,High School,Urban,High,Mobile,Low,Non-Member,Ignored,In-store,Marriage,Rare,10-49,Electronics
1006,Yes,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Low,Desktop,Low,Non-Member,Not Shown,In-store,Moving,Frequent,50-99,Home & Garden
356,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Medium,Tablet,Low,Non-Member,Clicked,In-store,Childbirth,Rare,50-99,Home & Garden
3877,Yes,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,High,Mobile,Medium,Non-Member,Not Shown,In-store,Childbirth,Rare,50-99,Clothing
1790,No,20k-39k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,High,Mobile,Low,Non-Member,Not Shown,In-store,Marriage,Frequent,10-49,Clothing
4918,Yes,80k-99k,Female,Yes,45-54,Married,Blue-Collar,Bachelor,Suburban,Medium,Mobile,Low,Non-Member,Clicked,Online,Childbirth,Occasional,400-449,Health & Beauty
2829,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Low,Mobile,High,Non-Member,Clicked,In-store,Childbirth,Frequent,50-99,Grocery
237,Yes,120k-139k,Male,No,55-64,Married,White-Collar,Bachelor,Suburban,Medium,Tablet,Low,Member,Ignored,Online,Moving,Frequent,150-199,Health & Beauty
3795,No,40k-59k,Male,Yes,65+,Single,Blue-Collar,High School,Suburban,High,Mobile,Medium,Non-Member,Not Shown,In-store,None,Frequent,50-99,Clothing
3146,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,Medium,Desktop,High,Non-Member,Clicked,In-store,Childbirth,Frequent,50-99,Health & Beauty
3587,No,40k-59k,Male,No,65+,Single,Blue-Collar,High School,Rural,High,Tablet,High,Non-Member,Not Shown,In-store,None,Occasional,10-49,Clothing
1898,Yes,160k-179k,Male,Yes,35-44,Single,Blue-Collar,Bachelor,Rural,High,Mobile,High,Member,Ignored,In-store,Moving,Rare,400-449,Grocery
227,No,40k-59k,Male,Yes,25-34,Single,Blue-Collar,High School,Suburban,High,Tablet,Low,Non-Member,Clicked,In-store,Childbirth,Frequent,10-49,Health & Beauty
3773,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,High,Mobile,Low,Non-Member,Not Shown,In-store,Childbirth,Rare,10-49,Electronics
1519,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Urban,Low,Mobile,Medium,Non-Member,Ignored,In-store,Marriage,Frequent,50-99,Home & Garden
4266,Yes,80k-99k,Female,No,45-54,Married,White-Collar,Bachelor,Urban,Medium,Tablet,Low,Non-Member,Ignored,In-store,None,Rare,200-249,Home & Garden
2061,No,160k-179k,Female,No,55-64,Married,White-Collar,Bachelor,Rural,Medium,Mobile,Medium,Non-Member,Not Shown,Online,Marriage,Occasional,450-500,Electronics
3527,No,20k-39k,Male,Yes,25-34,Single,Blue-Collar,High School,Rural,Low,Desktop,Medium,Non-Member,Not Shown,In-store,Childbirth,Frequent,10-49,Clothing
3998,No,120k-139k,Female,No,35-44,Single,White-Collar,Bachelor,Rural,High,Mobile,High,Member,Not Shown,In-store,Childbirth,Occasional,200-249,Grocery
2766,No,80k-99k,Male,No,55-64,Married,Blue-Collar,Graduate,Suburban,Low,Desktop,High,Member,Not Shown,Online,Childbirth,Frequent,200-249,Grocery
937,No,160k-179k,Female,Yes,35-44,Married,White-Collar,Graduate,Suburban,Medium,Tablet,Low,Member,Clicked,Online,Childbirth,Occasional,100-149,Electronics
4211,Yes,160k-179k,Female,Yes,55-64,Single,White-Collar,Bachelor,Rural,High,Desktop,High,Member,Ignored,In-store,Moving,Frequent,150-199,Home & Garden
88,No,140k-159k,Female,No,35-44,Married,White-Collar,Bachelor,Rural,Medium,Mobile,Low,Member,Not Shown,Online,None,Frequent,250-299,Grocery
727,No,20k-39k,Male,No,18-24,Single,Blue-Collar,High School,Rural,Medium,Tablet,High,Non-Member,Clicked,In-store,Moving,Frequent,50-99,Home & Garden
4239,No,40k-59k,Male,Yes,18-24,Single,Blue-Collar,High School,Suburban,Medium,Mobile,Medium,Non-Member,Clicked,In-store,Marriage,Occasional,50-99,Health & Beauty
2935,No,160k-179k,Male,No,35-44,Single,White-Collar,Graduate,Suburban,High,Tablet,High,Non-Member,Ignored,Online,Marriage,Frequent,400-449,Health & Beauty
1060,Yes,140k-159k,Male,Yes,45-54,Married,Blue-Collar,Graduate,Rural,High,Desktop,High,Member,Ignored,In-store,Marriage,Frequent,400-449,Grocery
4109,Yes,140k-159k,Female,Yes,55-64,Married,White-Collar,Graduate,Urban,Low,Tablet,Low,Member,Ignored,Online,None,Occasional,400-449,Home & Garden
2577,No,140k-159k,Male,No,55-64,Single,Blue-Collar,Graduate,Rural,Low,Mobile,Medium,Member,Clicked,Online,None,Frequent,100-149,Clothing
1283,Yes,160k-179k,Female,Yes,35-44,Single,Blue-Collar,Bachelor,Rural,Medium,Tablet,Low,Member,Clicked,Online,Childbirth,Rare,350-399,Clothing
12,No,60k-79k,Male,No,25-34,Single,Blue-Collar,High School,Suburban,Medium,Tablet,Low,Non-Member,Not Shown,In-store,None,Frequent,50-99,Clothing
4360,No,40k-59k,Male,No,25-34,Single,Blue-Collar,High School,Urban,High,Tablet,Medium,Non-Member,Ignored,In-store,None,Occasional,50-99,Home & Garden
1308,No,120k-139k,Female,No,45-54,Married,Blue-Collar,Graduate,Urban,Medium,Mobile,Medium,Non-Member,Ignored,Online,None,Occasional,350-399,Clothing
3547,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Rural,High,Tablet,High,Non-Member,Ignored,In-store,Marriage,Rare,10-49,Grocery
1314,Yes,80k-99k,Female,Yes,45-54,Single,Blue-Collar,Graduate,Suburban,High,Tablet,Low,Member,Not Shown,Online,Childbirth,Occasional,250-299,Home & Garden
4070,No,20k-39k,Male,Yes,65+,Single,Blue-Collar,High School,Urban,Low,Tablet,Medium,Non-Member,Clicked,In-store,Marriage,Rare,10-49,Home & Garden
691,Yes,40k-59k,Male,No,18-24,Single,Blue-Collar,High School,Urban,Low,Tablet,Medium,Non-Member,Clicked,In-store,None,Frequent,10-49,Clothing
